datetime,MaxTemp,MinTemp,MeanTemp
1944-07-30,25.55555556,23.33333333,24.44444444
1944-07-31,26.66666667,23.33333333,25.0
1944-08-01,26.66666667,22.77777778,24.44444444
1944-08-02,26.66666667,23.33333333,25.0
1944-08-03,26.66666667,22.22222222,24.44444444
1944-08-04,27.22222222,22.22222222,24.44444444
1944-08-05,26.11111111,21.66666667,23.88888889
1944-08-06,27.22222222,22.77777778,25.0
1944-08-07,27.22222222,21.11111111,24.44444444
1944-08-08,26.66666667,20.55555556,23.33333333
1944-08-09,27.22222222,23.33333333,25.55555556
1944-08-10,26.66666667,22.22222222,24.44444444
1944-08-11,27.22222222,23.33333333,25.55555556
1944-08-12,27.77777778,21.11111111,24.44444444
1944-08-13,27.77777778,21.66666667,24.44444444
1944-08-14,27.77777778,23.88888889,25.55555556
1944-08-15,27.77777778,23.33333333,25.55555556
1944-08-16,26.66666667,22.77777778,24.44444444
1944-08-17,27.22222222,23.33333333,25.55555556
1944-08-18,27.22222222,23.88888889,25.55555556
1944-08-19,26.11111111,22.22222222,24.44444444
1944-08-20,27.22222222,22.77777778,25.0
1944-08-21,27.77777778,22.77777778,25.55555556
1944-08-22,27.22222222,21.66666667,24.44444444
1944-08-23,25.55555556,21.66666667,23.33333333
1944-08-24,26.11111111,22.77777778,24.44444444
1944-08-25,26.11111111,21.11111111,23.33333333
1944-08-26,26.11111111,20.0,23.33333333
1944-08-27,26.66666667,22.22222222,24.44444444
1944-08-28,27.22222222,22.77777778,25.0
1944-08-29,27.22222222,22.77777778,25.0
1944-08-30,26.66666667,23.33333333,25.0
1944-08-31,25.55555556,22.22222222,23.88888889
1944-09-01,28.33333333,22.22222222,25.55555556
1944-09-02,28.33333333,22.22222222,25.55555556
1944-09-03,28.88888889,21.66666667,25.55555556
1944-09-04,28.88888889,22.77777778,25.55555556
1944-09-05,28.33333333,22.22222222,25.55555556
1944-09-06,26.66666667,23.88888889,25.55555556
1944-09-07,27.22222222,23.33333333,25.55555556
1944-09-08,27.77777778,22.77777778,25.55555556
1944-09-09,27.77777778,23.33333333,25.55555556
1944-09-10,28.88888889,23.33333333,26.11111111
1944-09-11,27.22222222,22.77777778,25.0
1944-09-12,27.77777778,22.77777778,25.55555556
1944-09-13,26.66666667,22.77777778,24.44444444
1944-09-14,26.66666667,23.33333333,25.0
1944-09-15,27.22222222,23.33333333,25.55555556
1944-09-16,27.77777778,23.33333333,25.55555556
1944-09-17,28.88888889,22.22222222,25.55555556
1944-09-18,28.33333333,21.66666667,25.0
1944-09-19,28.88888889,21.66666667,25.55555556
1944-09-20,28.88888889,22.22222222,25.55555556
1944-09-21,28.88888889,22.22222222,25.55555556
1944-09-22,28.33333333,24.44444444,26.66666667
1944-09-23,28.88888889,23.33333333,26.11111111
1944-09-24,28.88888889,22.77777778,25.55555556
1944-09-25,29.44444444,23.33333333,26.66666667
1944-09-26,28.88888889,22.77777778,25.55555556
1944-09-27,29.44444444,22.77777778,26.11111111
1944-09-28,28.33333333,23.88888889,26.11111111
1944-09-29,28.88888889,23.33333333,26.11111111
1944-09-30,28.33333333,24.44444444,26.66666667
1944-10-01,28.33333333,21.66666667,25.0
1944-10-02,27.77777778,22.22222222,25.0
1944-10-03,28.88888889,22.77777778,25.55555556
1944-10-04,29.44444444,21.11111111,25.55555556
1944-10-05,30.0,21.66666667,25.55555556
1944-10-06,30.0,22.22222222,26.11111111
1944-10-07,28.33333333,22.22222222,25.55555556
1944-10-08,30.0,22.77777778,26.66666667
1944-10-09,30.0,22.22222222,26.11111111
1944-10-10,29.44444444,22.77777778,26.11111111
1944-10-11,28.88888889,23.33333333,26.11111111
1944-10-12,26.11111111,21.11111111,23.33333333
1944-10-13,30.0,21.11111111,25.55555556
1944-10-14,28.33333333,23.33333333,25.55555556
1944-10-15,29.44444444,23.88888889,26.66666667
1944-10-16,27.77777778,23.88888889,25.55555556
1944-10-17,29.44444444,22.22222222,25.55555556
1944-10-18,29.44444444,24.44444444,26.66666667
1944-10-19,30.0,22.22222222,26.11111111
1944-10-20,30.0,21.66666667,25.55555556
1944-10-21,30.0,22.22222222,26.11111111
1944-10-22,27.77777778,23.33333333,25.55555556
1944-10-23,28.88888889,21.66666667,25.55555556
1944-10-24,27.22222222,22.22222222,24.44444444
1944-10-25,29.44444444,22.22222222,25.55555556
1944-10-26,30.0,22.22222222,26.11111111
1944-10-27,30.55555556,22.77777778,26.66666667
1944-10-28,30.0,23.33333333,26.66666667
1944-10-29,29.44444444,23.33333333,26.66666667
1944-10-30,30.55555556,23.33333333,26.66666667
1944-10-31,31.11111111,23.88888889,27.77777778
1944-11-01,30.0,22.77777778,26.66666667
1944-11-02,31.11111111,23.33333333,27.22222222
1944-11-03,31.11111111,24.44444444,27.77777778
1944-11-04,31.11111111,23.88888889,27.77777778
1944-11-05,28.88888889,21.11111111,25.0
1944-11-06,30.0,20.55555556,25.55555556
1944-11-07,30.55555556,25.55555556,27.77777778
1944-11-08,31.11111111,23.33333333,27.22222222
1944-11-09,31.66666667,23.33333333,27.77777778
1944-11-10,31.11111111,23.33333333,27.22222222
1944-11-11,30.0,23.88888889,26.66666667
1944-11-12,31.11111111,23.33333333,27.22222222
